edad,tipo_empleo,codigo,nivel_educativo,experiencia,estado_civil,ocupacion,raza,genero,ganancias,perdidas,horas_semanales,pais,salario
23.0,Private,203715,High School,9,Never-married,Farming-fishing,White,Male,0,0,40,United-States,<=50K
47.0,Private,144351,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K
34.0,Private,420749,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,30,Germany,<=50K
51.0,Private,106151,Basic Education,7,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K
40.0,Private,362482,Post-Secondary Education,11,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,<=50K
24.0,State-gov,38151,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,12,United-States,<=50K
20.0,Private,42706,Post-Secondary Education,10,Never-married,Farming-fishing,White,Male,0,0,72,United-States,<=50K
44.0,Private,126199,Post-Secondary Education,10,Divorced,Transport-moving,White,Male,1831,0,50,United-States,<=50K
26.0,Private,165510,High School,9,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
35.0,Local-gov,216068,High School,9,Separated,Adm-clerical,White,Female,0,0,38,United-States,<=50K
23.0,Private,215624,Post-Secondary Education,10,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
40.0,Private,239708,High School,9,Divorced,Craft-repair,White,Male,0,0,50,United-States,<=50K
49.0,Local-gov,199378,High School,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,<=50K
32.0,Private,230420,High School,9,Never-married,Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
28.0,Private,395022,Post-Secondary Education,11,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
51.0,Private,338620,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,15024,0,60,United-States,>50K
62.0,Private,210142,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
31.0,Private,446358,Post-Secondary Education,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
47.0,Local-gov,352614,Post-Secondary Education,12,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,>50K
36.0,Private,293528,Post-Secondary Education,11,Never-married,Tech-support,White,Female,0,0,3,United-States,<=50K
44.0,State-gov,55395,High School,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
18.0,Private,128538,High School,9,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K
46.0,Private,428405,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
32.0,Private,126838,High School,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
51.0,Self-emp-not-inc,136836,Post-Secondary Education,12,Divorced,Transport-moving,Black,Female,0,0,30,United-States,<=50K
48.0,Private,105838,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K
28.0,Private,139903,Advanced Education,13,Never-married,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
57.0,Self-emp-inc,106103,Post-Secondary Education,10,Married-civ-spouse,Tech-support,White,Male,0,0,60,United-States,>50K
33.0,Private,186824,Post-Secondary Education,11,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
42.0,Private,350387,High School,9,Separated,Machine-op-inspct,White,Male,0,0,15,United-States,<=50K
17.0,Private,142912,Basic Education,6,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K
63.0,Private,321403,Basic Education,5,Separated,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
31.0,Self-emp-inc,114937,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,>50K
34.0,Private,286689,Advanced Education,14,Never-married,Adm-clerical,White,Male,4650,0,30,United-States,<=50K
35.0,Private,147258,Post-Secondary Education,10,Never-married,Machine-op-inspct,White,Male,0,1974,40,United-States,<=50K
20.0,Private,451996,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
36.0,Private,149833,High School,9,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,<=50K
24.0,Private,211968,Post-Secondary Education,10,Never-married,Sales,White,Female,0,0,24,United-States,<=50K
33.0,Private,287908,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,>50K
36.0,Private,166549,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K
31.0,Private,25216,Advanced Education,13,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
29.0,Private,286452,Post-Secondary Education,12,Divorced,Sales,White,Female,3418,0,40,United-States,<=50K
47.0,Private,162034,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,>50K
30.0,Private,186932,Advanced Education,16,Married-civ-spouse,Prof-specialty,White,Male,5178,0,75,United-States,>50K
34.0,Private,82938,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,United-States,<=50K
23.0,Private,122048,High School,9,Never-married,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
33.0,Private,118710,Post-Secondary Education,11,Divorced,Adm-clerical,White,Male,0,0,40,United-States,<=50K
59.0,Private,243226,Basic Education,6,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
67.0,Self-emp-not-inc,268514,Advanced Education,13,Divorced,Prof-specialty,White,Male,0,0,40,United-States,<=50K
26.0,Private,365289,High School,9,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
27.0,Private,165365,High School,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,2885,0,40,Laos,<=50K
20.0,Private,219266,High School,9,Married-civ-spouse,Prof-specialty,White,Female,0,0,36,United-States,<=50K
24.0,Private,283757,Advanced Education,13,Never-married,Adm-clerical,White,Male,0,0,39,United-States,<=50K
44.0,Federal-gov,206553,Post-Secondary Education,11,Divorced,Tech-support,White,Male,0,0,40,United-States,<=50K
31.0,Private,113364,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
28.0,Private,328949,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,<=50K
19.0,Private,83930,High School,9,Never-married,Other-service,White,Female,0,0,20,United-States,<=50K
31.0,Self-emp-not-inc,325355,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Female,0,1902,40,United-States,>50K
20.0,Private,131852,High School,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
64.0,Private,119506,High School,9,Divorced,Other-service,White,Female,0,0,15,United-States,<=50K
47.0,State-gov,100818,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,>50K
36.0,Private,162302,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,35,United-States,<=50K
48.0,Private,182211,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,44,United-States,>50K
19.0,Self-emp-not-inc,194205,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,40,Mexico,<=50K
22.0,Private,141040,High School,9,Never-married,Sales,Black,Female,0,0,35,United-States,<=50K
56.0,Private,346033,Basic Education,5,Divorced,Adm-clerical,White,Male,0,0,40,United-States,<=50K
22.0,Private,177125,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,50,United-States,<=50K
37.0,Private,241174,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,99,United-States,>50K
57.0,Local-gov,130532,Advanced Education,13,Widowed,Prof-specialty,White,Female,0,0,35,United-States,<=50K
38.0,Private,168496,Post-Secondary Education,12,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,>50K
34.0,Private,362787,High School,9,Never-married,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
22.0,Private,244771,Basic Education,7,Separated,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
38.0,Federal-gov,48123,Post-Secondary Education,10,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
30.0,Self-emp-inc,173858,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,1902,40,South,>50K
32.0,Private,207201,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,45,United-States,>50K
29.0,Private,37933,Basic Education,8,Married-spouse-absent,Other-service,Black,Female,0,0,40,United-States,<=50K
56.0,Private,33323,High School,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
42.0,Private,175943,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Female,7298,0,35,United-States,>50K
66.0,Private,306178,Basic Education,6,Divorced,Adm-clerical,White,Male,2050,0,40,United-States,<=50K
71.0,Local-gov,229110,High School,9,Widowed,Exec-managerial,White,Female,0,0,33,United-States,<=50K
20.0,Private,113511,Basic Education,7,Never-married,Transport-moving,White,Male,0,0,40,United-States,<=50K
25.0,Private,333677,High School,9,Never-married,Machine-op-inspct,White,Male,0,0,36,United-States,<=50K
42.0,Private,236021,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
20.0,Private,371089,High School,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
61.0,Private,115023,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K
24.0,State-gov,133586,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,<=50K
51.0,Private,91137,Basic Education,5,Never-married,Other-service,Black,Female,0,0,40,United-States,<=50K
27.0,Private,105598,High School,9,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
41.0,Private,352812,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Female,0,1902,40,United-States,>50K
31.0,Private,204829,High School,9,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
39.0,Private,247733,High School,9,Divorced,Priv-house-serv,Black,Female,0,0,16,United-States,<=50K
36.0,Private,370585,High School,9,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
51.0,Self-emp-not-inc,103257,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K
52.0,Private,178915,High School,9,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
49.0,Private,54260,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
43.0,Private,55395,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
45.0,Private,233511,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,1977,60,United-States,>50K
49.0,Private,318331,High School,9,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
19.0,Private,195985,High School,9,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
44.0,Self-emp-not-inc,38876,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,<=50K
67.0,Self-emp-inc,81413,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,<=50K
58.0,Private,172618,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,>50K
36.0,Private,174717,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,7688,0,40,United-States,>50K
67.0,Private,224984,High School,9,Widowed,Adm-clerical,White,Female,15831,0,16,Germany,>50K
61.0,Private,423297,Advanced Education,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
55.0,Local-gov,88856,Basic Education,4,Never-married,Other-service,Black,Female,0,0,40,United-States,<=50K
23.0,Private,169104,Post-Secondary Education,12,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,0,16,Philippines,<=50K
35.0,Federal-gov,39207,High School,9,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
35.0,Private,340018,Basic Education,6,Never-married,Other-service,Black,Female,0,0,38,United-States,<=50K
20.0,State-gov,30796,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,10,United-States,<=50K
51.0,Private,155403,High School,9,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
23.0,Private,238092,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
39.0,Private,225605,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,24,United-States,<=50K
36.0,Private,289148,Post-Secondary Education,10,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
47.0,Private,339863,High School,9,Married-civ-spouse,Sales,White,Male,0,0,45,United-States,>50K
27.0,Private,178778,Advanced Education,13,Never-married,Sales,White,Male,0,0,80,United-States,>50K
29.0,Private,568490,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
21.0,State-gov,129345,Post-Secondary Education,10,Never-married,Protective-serv,White,Male,0,0,40,United-States,<=50K
18.0,Private,447882,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K
24.0,Private,314165,Post-Secondary Education,10,Never-married,Exec-managerial,White,Male,0,0,20,United-States,<=50K
39.0,Federal-gov,382859,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
51.0,State-gov,82504,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
47.0,Private,149700,Advanced Education,13,Married-civ-spouse,Tech-support,White,Male,15024,0,40,United-States,>50K
62.0,Private,209844,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,30,United-States,<=50K
49.0,Private,62546,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
20.0,Private,228686,Basic Education,7,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,<=50K
24.0,Private,326587,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
25.0,Private,202091,High School,9,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
54.0,Self-emp-not-inc,310774,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
25.0,Private,450246,High School,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
20.0,Private,84375,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,45,United-States,<=50K
43.0,Private,142444,Post-Secondary Education,10,Divorced,Sales,White,Female,0,0,55,United-States,>50K
26.0,Private,82246,Advanced Education,13,Never-married,Exec-managerial,White,Male,0,1876,38,United-States,<=50K
24.0,Private,192766,High School,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
18.0,Private,53109,Basic Education,7,Never-married,Other-service,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
45.0,Self-emp-inc,121836,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,>50K
45.0,Self-emp-not-inc,298130,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,25,United-States,<=50K
26.0,Private,135645,Advanced Education,13,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
47.0,Private,265275,Post-Secondary Education,10,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K
54.0,Private,410114,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K
21.0,Without-pay,232719,High School,9,Never-married,Craft-repair,Black,Male,0,0,40,United-States,<=50K
29.0,Private,167716,High School,9,Divorced,Other-service,White,Female,0,0,99,United-States,<=50K
68.0,Private,107627,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,15,United-States,<=50K
21.0,Private,129674,Post-Secondary Education,10,Never-married,Exec-managerial,Black,Male,0,0,48,Mexico,<=50K
28.0,Self-emp-inc,114053,Post-Secondary Education,10,Never-married,Exec-managerial,White,Male,0,0,30,United-States,<=50K
46.0,Private,202560,High School,9,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,>50K
35.0,Private,219902,High School,9,Separated,Transport-moving,Black,Female,0,0,48,United-States,<=50K
50.0,Self-emp-not-inc,192654,Basic Education,6,Never-married,Craft-repair,White,Male,0,0,25,United-States,<=50K
48.0,Self-emp-inc,238966,Post-Secondary Education,10,Divorced,Exec-managerial,White,Male,0,0,40,United-States,<=50K
17.0,Private,112942,Basic Education,6,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
59.0,Private,153484,Advanced Education,13,Married-civ-spouse,Craft-repair,White,Male,15024,0,50,United-States,>50K
23.0,Private,161874,Post-Secondary Education,10,Never-married,Exec-managerial,Black,Male,0,0,40,United-States,<=50K
53.0,Private,260106,High School,9,Widowed,Sales,White,Female,0,0,30,United-States,<=50K
50.0,Self-emp-inc,240374,Advanced Education,14,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,>50K
32.0,Private,251612,Basic Education,3,Never-married,Adm-clerical,White,Female,0,0,45,Mexico,<=50K
53.0,Private,223696,Basic Education,8,Married-spouse-absent,Handlers-cleaners,Other,Male,0,0,56,Dominican-Republic,<=50K
52.0,Private,176134,High School,9,Married-civ-spouse,Machine-op-inspct,Black,Male,0,0,48,United-States,<=50K
38.0,Private,186959,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,<=50K
43.0,Private,456236,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
35.0,Private,98948,Advanced Education,13,Married-civ-spouse,Other-service,White,Female,0,0,32,United-States,<=50K
41.0,Private,166662,Advanced Education,15,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
22.0,Private,448626,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
39.0,Private,167482,High School,9,Married-civ-spouse,Other-service,White,Male,0,0,60,United-States,>50K
45.0,Private,189792,Advanced Education,14,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,>50K
31.0,Private,399052,Basic Education,5,Married-civ-spouse,Farming-fishing,White,Female,0,0,42,United-States,<=50K
40.0,Private,104196,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,1887,40,United-States,>50K
47.0,Self-emp-not-inc,152752,Basic Education,3,Married-civ-spouse,Transport-moving,White,Male,0,0,20,United-States,<=50K
53.0,Private,268545,High School,9,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,Jamaica,<=50K
53.0,Self-emp-inc,148532,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,>50K
33.0,Local-gov,281784,Advanced Education,13,Never-married,Tech-support,Black,Male,0,1564,52,United-States,>50K
24.0,Private,225724,Advanced Education,13,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K
34.0,Private,200192,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
46.0,Self-emp-inc,170850,High School,9,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,>50K
29.0,Federal-gov,224858,Post-Secondary Education,10,Married-civ-spouse,Protective-serv,White,Male,0,0,60,United-States,<=50K
61.0,State-gov,159908,Basic Education,7,Widowed,Other-service,White,Female,0,0,32,United-States,>50K
31.0,Private,115488,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,<=50K
29.0,Private,1268339,High School,9,Married-spouse-absent,Tech-support,Black,Male,0,0,40,United-States,<=50K
42.0,Private,195755,High School,9,Separated,Craft-repair,White,Male,0,0,40,United-States,<=50K
50.0,Federal-gov,186272,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
34.0,Private,181388,High School,9,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
39.0,Private,177181,Basic Education,4,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,<=50K
74.0,Private,91488,Basic Education,2,Married-civ-spouse,Transport-moving,Black,Male,0,0,20,United-States,<=50K
40.0,Private,230961,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
44.24984058155847,Self-emp-not-inc,309955,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,2174,50,United-States,>50K
40.0,Local-gov,63042,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,>50K
36.0,Private,29814,Basic Education,7,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
61.0,Private,116230,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
42.0,Private,167678,Basic Education,7,Married-civ-spouse,Adm-clerical,White,Male,0,0,22,Ecuador,<=50K
28.0,Private,191088,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,>50K
19.0,Private,63814,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,18,United-States,<=50K
36.0,Private,285865,Post-Secondary Education,12,Separated,Other-service,Black,Female,0,0,32,United-States,<=50K
33.0,Private,160776,Post-Secondary Education,11,Divorced,Adm-clerical,White,Female,0,0,40,France,<=50K
50.0,Federal-gov,299831,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,880,40,United-States,<=50K
47.0,Private,162741,Post-Secondary Education,12,Married-civ-spouse,Prof-specialty,Black,Female,15024,0,40,United-States,>50K
48.0,Private,204990,High School,9,Never-married,Tech-support,Black,Female,0,0,33,Jamaica,<=50K
60.0,Self-emp-inc,171315,High School,9,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
30.0,Private,296462,Advanced Education,14,Never-married,Prof-specialty,Black,Male,0,0,30,United-States,<=50K
32.0,Private,103860,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
45.0,Local-gov,159816,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Female,0,1977,35,United-States,>50K
51.0,Private,96586,Post-Secondary Education,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,>50K
53.0,Private,202720,Basic Education,5,Married-spouse-absent,Machine-op-inspct,Black,Male,0,0,75,Haiti,<=50K
34.0,Private,202822,Advanced Education,14,Never-married,Tech-support,Black,Female,0,0,40,United-States,<=50K
48.0,Self-emp-not-inc,379883,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Mexico,>50K
68.0,Private,123464,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,45,United-States,<=50K
32.0,Private,294121,Post-Secondary Education,12,Divorced,Machine-op-inspct,White,Female,0,0,50,United-States,<=50K
63.0,Private,179981,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,4,United-States,<=50K
31.0,Private,234387,High School,9,Divorced,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
58.0,Self-emp-not-inc,154537,Advanced Education,13,Divorced,Other-service,White,Female,0,0,20,United-States,<=50K
32.0,Private,125856,Post-Secondary Education,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,United-States,>50K
32.0,Private,156015,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
40.0,Private,116632,Advanced Education,13,Divorced,Sales,White,Male,0,0,80,United-States,<=50K
50.0,Private,124963,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,99999,0,55,United-States,>50K
38.0,Self-emp-not-inc,115215,Basic Education,6,Separated,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
30.0,Private,254905,High School,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
21.0,Private,195532,High School,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
28.0,Private,190067,Advanced Education,13,Never-married,Prof-specialty,White,Female,0,1564,40,United-States,>50K
63.0,Private,181828,High School,9,Married-civ-spouse,Sales,White,Male,0,0,48,United-States,<=50K
32.0,Private,203674,Post-Secondary Education,12,Divorced,Prof-specialty,White,Female,0,880,36,United-States,<=50K
25.0,Private,322585,High School,9,Never-married,Sales,White,Male,0,0,45,United-States,<=50K
59.0,Private,246262,Post-Secondary Education,10,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,>50K
22.0,Local-gov,211129,Post-Secondary Education,11,Never-married,Adm-clerical,White,Female,0,0,10,United-States,<=50K
49.0,Private,139268,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
36.0,Private,188540,Advanced Education,13,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
31.0,Private,251167,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,30,Mexico,<=50K
46.0,Private,94809,Post-Secondary Education,10,Divorced,Priv-house-serv,White,Female,0,0,30,United-States,<=50K
37.0,Local-gov,265038,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,>50K
48.0,Private,182566,Advanced Education,13,Married-civ-spouse,Sales,Black,Male,0,0,40,United-States,>50K
43.0,Private,220109,Post-Secondary Education,10,Married-civ-spouse,Other-service,White,Male,0,1672,44,United-States,<=50K
41.0,Private,208470,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
54.0,Private,28683,High School,9,Married-civ-spouse,Sales,White,Male,3464,0,40,United-States,<=50K
36.0,Private,233571,Post-Secondary Education,10,Divorced,Exec-managerial,White,Female,0,0,4,United-States,<=50K
29.0,Private,24562,Advanced Education,13,Divorced,Other-service,Other,Female,0,0,40,United-States,<=50K
66.0,Local-gov,36364,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,2267,40,United-States,<=50K
59.0,Private,168569,Advanced Education,15,Never-married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
62.0,Private,167098,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
29.0,Private,271579,Basic Education,6,Never-married,Craft-repair,White,Male,0,0,40,Mexico,<=50K
28.0,Private,191355,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,45,United-States,>50K
27.0,Private,31659,Advanced Education,13,Married-civ-spouse,Machine-op-inspct,White,Male,0,1887,60,United-States,>50K
42.0,State-gov,83411,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
60.0,Private,40856,Post-Secondary Education,11,Married-civ-spouse,Craft-repair,White,Male,0,0,46,United-States,>50K
58.0,Private,115605,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K
27.0,Private,132326,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
45.0,Private,220213,High School,9,Widowed,Craft-repair,White,Female,0,0,40,United-States,<=50K
50.0,Private,172511,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
43.0,Private,156745,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,United-States,<=50K
39.0,Private,218916,Advanced Education,15,Divorced,Exec-managerial,White,Male,0,0,50,United-States,<=50K
21.0,Private,306114,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,20,United-States,<=50K
24.0,Private,196675,High School,9,Married-civ-spouse,Handlers-cleaners,Black,Male,0,0,70,United-States,<=50K
59.0,Self-emp-not-inc,73411,Advanced Education,15,Married-civ-spouse,Farming-fishing,White,Male,0,0,30,United-States,<=50K
36.0,Private,184659,High School,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
72.0,Private,75890,Post-Secondary Education,10,Widowed,Adm-clerical,Asian-Pac-Islander,Female,0,0,4,United-States,<=50K
35.0,Private,320451,Advanced Education,14,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,65,Hong,>50K
33.0,Private,172498,Post-Secondary Education,10,Divorced,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
30.0,Private,131588,High School,9,Never-married,Craft-repair,Black,Female,0,0,45,United-States,<=50K
40.0,Private,124520,Post-Secondary Education,11,Divorced,Craft-repair,White,Male,0,0,50,United-States,>50K
